DomainKey,TranslationKey,DisplayOrder,DisplayTitleZh,DisplayTitleEn,ChineseTitle,EnglishTitle,ChineseSourceFile,LegacyChineseSourceFile,EnglishSourceFile,LegacyEnglishSourceFile,ChinesePath,EnglishPath,Status,FilenamePolicy,URLPolicy
spacetime,spacetime-011,11,11 年尺度陰陽時間模型,11 Annual Yin-Yang Time Model,年尺度陰陽時間模型,Annual Yin-Yang Time Model,concept/年尺度陰陽時間模型.md,concept/11-年尺度陰陽時間模型.md,en/concept/年尺度陰陽時間模型_英文.md,en/concept/11-年尺度陰陽時間模型_英文.md,/concept/11-年尺度陰陽時間模型/,/en/concept/11-年尺度陰陽時間模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-012,12,12 日尺度陰陽時間模型,12 Daily Yin-Yang Time Model,日尺度陰陽時間模型,Daily Yin-Yang Time Model,concept/日尺度陰陽時間模型.md,concept/12-日尺度陰陽時間模型.md,en/concept/日尺度陰陽時間模型_英文.md,en/concept/12-日尺度陰陽時間模型_英文.md,/concept/12-日尺度陰陽時間模型/,/en/concept/12-日尺度陰陽時間模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-013,13,13 人體陰陽空間幾何對稱模型,13 Human Yin-Yang Spatial Geometric Symmetry Model,人體陰陽空間幾何對稱模型,Human Yin-Yang Spatial Geometric Symmetry Model,concept/人體陰陽空間幾何對稱模型.md,concept/13-人體陰陽空間幾何對稱模型.md,en/concept/人體陰陽空間幾何對稱模型_英文.md,en/concept/13-人體陰陽空間幾何對稱模型_英文.md,/concept/13-人體陰陽空間幾何對稱模型/,/en/concept/13-人體陰陽空間幾何對稱模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-014,14,14 天地的陰陽空間模型,14 Heaven-Earth Yin-Yang Spatial Model,天地的陰陽空間模型,Heaven-Earth Yin-Yang Spatial Model,concept/天地的陰陽空間模型.md,concept/14-天地的陰陽空間模型.md,en/concept/天地的陰陽空間模型_英文.md,en/concept/14-天地的陰陽空間模型_英文.md,/concept/14-天地的陰陽空間模型/,/en/concept/14-天地的陰陽空間模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-015,15,15 四象時間模型（陰陽互含規律）,15 Four Images Time Model: The Law of Mutual Inclusion of Yin and Yang,四象時間模型（陰陽互含規律）,Four Images Time Model: The Law of Mutual Inclusion of Yin and Yang,concept/四象時間模型（陰陽互含規律）.md,concept/15-四象時間模型（陰陽互含規律）.md,en/concept/四象時間模型（陰陽互含規律）_英文.md,en/concept/15-四象時間模型（陰陽互含規律）_英文.md,/concept/15-四象時間模型陰陽互含規律/,/en/concept/15-四象時間模型陰陽互含規律/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-016,16,16 月相四象變化模型,16 Four Images Model of Lunar Phases,月相四象變化模型,Four Images Model of Lunar Phases,concept/月相四象變化模型.md,concept/16-月相四象變化模型.md,en/concept/月相四象變化模型_英文.md,en/concept/16-月相四象變化模型_英文.md,/concept/16-月相四象變化模型/,/en/concept/16-月相四象變化模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-017,17,17 五行相生年尺度模型,17 Annual Five-Phase Generating Cycle Model,五行相生年尺度模型,Annual Five-Phase Generating Cycle Model,concept/五行相生年尺度模型.md,concept/17-五行相生年尺度模型.md,en/concept/五行相生年尺度模型_英文.md,en/concept/17-五行相生年尺度模型_英文.md,/concept/17-五行相生年尺度模型/,/en/concept/17-五行相生年尺度模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-018,18,18 天干十日五行時間週期模型,18 Ten-Day Five-Phase Cycle of the Heavenly Stems,天干十日五行時間週期模型,Ten-Day Five-Phase Cycle of the Heavenly Stems,concept/天干十日五行時間週期模型.md,concept/18-天干十日五行時間週期模型.md,en/concept/天干十日五行時間週期模型_英文.md,en/concept/18-天干十日五行時間週期模型_英文.md,/concept/18-天干十日五行時間週期模型/,/en/concept/18-天干十日五行時間週期模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-019,19,19 五行中土空間模型,19 Five-Phase Spatial Model with Earth at the Center,五行中土空間模型,Five-Phase Spatial Model with Earth at the Center,concept/五行中土空間模型.md,concept/19-五行中土空間模型.md,en/concept/五行中土空間模型_英文.md,en/concept/19-五行中土空間模型_英文.md,/concept/19-五行中土空間模型/,/en/concept/19-五行中土空間模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-020,20,20 五行相剋洛書一筆畫模型,20 Luoshu Single-Stroke Model of Five-Phase Restraint,五行相剋洛書一筆畫模型,Luoshu Single-Stroke Model of Five-Phase Restraint,concept/五行相剋洛書一筆畫模型.md,concept/20-五行相剋洛書一筆畫模型.md,en/concept/五行相剋洛書一筆畫模型_英文.md,en/concept/20-五行相剋洛書一筆畫模型_英文.md,/concept/20-五行相剋洛書一筆畫模型/,/en/concept/20-五行相剋洛書一筆畫模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-021,21,21 五行互含模型（體質與藥精細分）,21 Five-Phase Mutual-Inclusion Model: Refining Constitution and Medicinal Essence,五行互含模型（體質與藥精細分）,Five-Phase Mutual-Inclusion Model: Refining Constitution and Medicinal Essence,concept/五行互涵模型（體質與藥精細分）.md,concept/21-五行互涵模型（體質與藥精細分）.md,en/concept/五行互涵模型（體質與藥精細分）_英文.md,en/concept/21-五行互涵模型（體質與藥精細分）_英文.md,/concept/21-五行互涵模型體質與藥精細分/,/en/concept/21-五行互涵模型體質與藥精細分/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-023,22,22 三陰三陽年尺度主氣模型,22 Annual Host-Qi Model of the Three Yin and Three Yang,三陰三陽年尺度主氣模型,Annual Host-Qi Model of the Three Yin and Three Yang,concept/三陰三陽年尺度主氣模型.md,concept/23-三陰三陽年尺度主氣模型.md,en/concept/三陰三陽年尺度主氣模型_英文.md,en/concept/23-三陰三陽年尺度主氣模型_英文.md,/concept/23-三陰三陽年尺度主氣模型/,/en/concept/23-三陰三陽年尺度主氣模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-027,23,23 二十四節氣拆分模型,23 Partitioning Model of the Twenty-Four Solar Terms,二十四節氣拆分模型,Partitioning Model of the Twenty-Four Solar Terms,concept/二十四節氣拆分模型.md,concept/27-二十四節氣拆分模型.md,en/concept/二十四節氣拆分模型_英文.md,en/concept/27-二十四節氣拆分模型_英文.md,/concept/27-二十四節氣拆分模型/,/en/concept/27-二十四節氣拆分模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-022,24,24 三陰三陽時間尺度變化模型,24 Three Yin and Three Yang Guest-Qi Model Across Time Scales,三陰三陽時間尺度變化模型,Three Yin and Three Yang Guest-Qi Model Across Time Scales,concept/三陰三陽年尺度客氣變化模型.md,concept/22-三陰三陽年尺度客氣變化模型.md,en/concept/三陰三陽年尺度客氣變化模型_英文.md,en/concept/22-三陰三陽年尺度客氣變化模型_英文.md,/concept/22-三陰三陽年尺度客氣變化模型/,/en/concept/22-三陰三陽年尺度客氣變化模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-024,25,25 三陰三陽地支十二日時間模型,25 Twelve-Day Earthly-Branch Model of the Three Yin and Three Yang,三陰三陽地支十二日時間模型,Twelve-Day Earthly-Branch Model of the Three Yin and Three Yang,concept/三陰三陽地支十二日時間模型.md,concept/24-三陰三陽地支十二日時間模型.md,en/concept/三陰三陽地支十二日時間模型_英文.md,en/concept/24-三陰三陽地支十二日時間模型_英文.md,/concept/24-三陰三陽地支十二日時間模型/,/en/concept/24-三陰三陽地支十二日時間模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-025,26,26 三陰三陽日尺度預解時模型,26 Daily Desired-Relief-Time Model of the Three Yin and Three Yang,三陰三陽日尺度預解時模型,Daily Desired-Relief-Time Model of the Three Yin and Three Yang,concept/三陰三陽日尺度預解時模型.md,concept/25-三陰三陽日尺度預解時模型.md,en/concept/三陰三陽日尺度預解時模型_英文.md,en/concept/25-三陰三陽日尺度預解時模型_英文.md,/concept/25-三陰三陽日尺度預解時模型/,/en/concept/25-三陰三陽日尺度預解時模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-026,27,27 三陰三陽人體空間分佈模型（陰陽離合規律）,"27 Human Spatial Distribution of the Three Yin and Three Yang: The Law of Opening, Closing, and Pivoting",三陰三陽人體空間分佈模型（陰陽離合規律）,"Human Spatial Distribution of the Three Yin and Three Yang: The Law of Opening, Closing, and Pivoting",concept/三陰三陽人體空間分佈模型（陰陽離合規律）.md,concept/26-三陰三陽人體空間分佈模型（陰陽離合規律）.md,en/concept/三陰三陽人體空間分佈模型（陰陽離合規律）_英文.md,en/concept/26-三陰三陽人體空間分佈模型（陰陽離合規律）_英文.md,/concept/26-三陰三陽人體空間分佈模型陰陽離合規律/,/en/concept/26-三陰三陽人體空間分佈模型陰陽離合規律/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-029,28,28 九宮八風空間與診法模型,28 Nine Palaces and Eight Winds: Spatial and Diagnostic Model,九宮八風空間與診法模型,Nine Palaces and Eight Winds: Spatial and Diagnostic Model,concept/九宮八風空間與診法模型.md,concept/29-九宮八風空間與診法模型.md,en/concept/九宮八風空間與診法模型_英文.md,en/concept/29-九宮八風空間與診法模型_英文.md,/concept/29-九宮八風空間與診法模型/,/en/concept/29-九宮八風空間與診法模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-028,29,29 五六相合時空整合模型,29 Five-Six Spatiotemporal Integration Model,五六相合時空整合模型,Five-Six Spatiotemporal Integration Model,concept/五六相合時空整合模型.md,concept/28-五六相合時空整合模型.md,en/concept/五六相合時空整合模型_英文.md,en/concept/28-五六相合時空整合模型_英文.md,/concept/28-五六相合時空整合模型/,/en/concept/28-五六相合時空整合模型/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
spacetime,spacetime-030,30,30 能量運動的疊加與干預原則,30 Principle of Energy Superposition and Intervention,能量運動的疊加與干預原則,Principle of Energy Superposition and Intervention,concept/能量運動的疊加與干預原則.md,concept/30-能量運動的疊加與干預原則.md,en/concept/能量運動的疊加與干預原則_英文.md,en/concept/30-能量運動的疊加與干預原則_英文.md,/concept/30-能量運動的疊加與干預原則/,/en/concept/30-能量運動的疊加與干預原則/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-001,01,01 醫者明理與天人氣化總綱,01 Understanding Principles as a Physician: General Framework of Heaven-Human Qi Transformation,醫者明理與天人氣化總綱,Understanding Principles as a Physician: General Framework of Heaven-Human Qi Transformation,qihua_physiology_concept/醫者明理與天人氣化總綱.md,qihua_physiology_concept/01-醫者明理與天人氣化總綱.md,en/qihua_physiology_concept/醫者明理與天人氣化總綱_英文.md,en/qihua_physiology_concept/01-醫者明理與天人氣化總綱_英文.md,/qihua_physiology_concept/01-醫者明理與天人氣化總綱/,/en/qihua_physiology_concept/01-醫者明理與天人氣化總綱/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-002,02,02 一氣陰陽清濁與中氣樞軸,"02 One Qi, Yin-Yang, Clear and Turbid, and the Pivot of Central Qi",一氣陰陽清濁與中氣樞軸,"One Qi, Yin-Yang, Clear and Turbid, and the Pivot of Central Qi",qihua_physiology_concept/一氣陰陽清濁與中氣樞軸.md,qihua_physiology_concept/02-一氣陰陽清濁與中氣樞軸.md,en/qihua_physiology_concept/一氣陰陽清濁與中氣樞軸_英文.md,en/qihua_physiology_concept/02-一氣陰陽清濁與中氣樞軸_英文.md,/qihua_physiology_concept/02-一氣陰陽清濁與中氣樞軸/,/en/qihua_physiology_concept/02-一氣陰陽清濁與中氣樞軸/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-003,03,03 四象五行與春夏秋冬節律,"03 Four Images, Five Phases, and the Rhythm of Spring, Summer, Autumn, and Winter",四象五行與春夏秋冬節律,"Four Images, Five Phases, and the Rhythm of Spring, Summer, Autumn, and Winter",qihua_physiology_concept/四象五行與春夏秋冬節律.md,qihua_physiology_concept/03-四象五行與春夏秋冬節律.md,en/qihua_physiology_concept/四象五行與春夏秋冬節律_英文.md,en/qihua_physiology_concept/03-四象五行與春夏秋冬節律_英文.md,/qihua_physiology_concept/03-四象五行與春夏秋冬節律/,/en/qihua_physiology_concept/03-四象五行與春夏秋冬節律/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-004,04,04 脾胃中土與人體五行生成,04 Spleen-Stomach Central Earth and the Generation of the Five Phases in the Body,脾胃中土與人體五行生成,Spleen-Stomach Central Earth and the Generation of the Five Phases in the Body,qihua_physiology_concept/脾胃中土與人體五行生成.md,qihua_physiology_concept/04-脾胃中土與人體五行生成.md,en/qihua_physiology_concept/脾胃中土與人體五行生成_英文.md,en/qihua_physiology_concept/04-脾胃中土與人體五行生成_英文.md,/qihua_physiology_concept/04-脾胃中土與人體五行生成/,/en/qihua_physiology_concept/04-脾胃中土與人體五行生成/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-005,05,05 探源圖解與天地人氣化總圖,05 Diagrammatic Exploration of Origins: A General Map of Heaven-Earth-Human Qi Transformation,探源圖解與天地人氣化總圖,Diagrammatic Exploration of Origins: A General Map of Heaven-Earth-Human Qi Transformation,qihua_physiology_concept/探源圖解與天地人氣化總圖.md,qihua_physiology_concept/05-探源圖解與天地人氣化總圖.md,en/qihua_physiology_concept/探源圖解與天地人氣化總圖_英文.md,en/qihua_physiology_concept/05-探源圖解與天地人氣化總圖_英文.md,/qihua_physiology_concept/05-探源圖解與天地人氣化總圖/,/en/qihua_physiology_concept/05-探源圖解與天地人氣化總圖/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-007,06,06 水火徵兆與上下左右道路,"06 Signs of Water and Fire and the Pathways of Up, Down, Left, and Right",水火徵兆與上下左右道路,"Signs of Water and Fire and the Pathways of Up, Down, Left, and Right",qihua_physiology_concept/水火徵兆與上下左右道路.md,qihua_physiology_concept/07-水火徵兆與上下左右道路.md,en/qihua_physiology_concept/水火徵兆與上下左右道路_英文.md,en/qihua_physiology_concept/07-水火徵兆與上下左右道路_英文.md,/qihua_physiology_concept/07-水火徵兆與上下左右道路/,/en/qihua_physiology_concept/07-水火徵兆與上下左右道路/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-008,07,07 生長收藏與五臟情志節律,"07 Generation, Growth, Gathering, Storage, and the Emotional Rhythms of the Five Zang",生長收藏與五臟情志節律,"Generation, Growth, Gathering, Storage, and the Emotional Rhythms of the Five Zang",qihua_physiology_concept/生長收藏與五臟情志節律.md,qihua_physiology_concept/08-生長收藏與五臟情志節律.md,en/qihua_physiology_concept/生長收藏與五臟情志節律_英文.md,en/qihua_physiology_concept/08-生長收藏與五臟情志節律_英文.md,/qihua_physiology_concept/08-生長收藏與五臟情志節律/,/en/qihua_physiology_concept/08-生長收藏與五臟情志節律/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-009,08,08 六氣主時與年度氣候分段,08 Temporal Governance of the Six Qi and Annual Climatic Segmentation,六氣主時與年度氣候分段,Temporal Governance of the Six Qi and Annual Climatic Segmentation,qihua_physiology_concept/六氣主時與年度氣候分段.md,qihua_physiology_concept/09-六氣主時與年度氣候分段.md,en/qihua_physiology_concept/六氣主時與年度氣候分段_英文.md,en/qihua_physiology_concept/09-六氣主時與年度氣候分段_英文.md,/qihua_physiology_concept/09-六氣主時與年度氣候分段/,/en/qihua_physiology_concept/09-六氣主時與年度氣候分段/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-010,09,09 司天在泉與上下半年氣候,"09 Sitian, Zaiquan, and the Climate of the Upper and Lower Halves of the Year",司天在泉與上下半年氣候,"Sitian, Zaiquan, and the Climate of the Upper and Lower Halves of the Year",qihua_physiology_concept/司天在泉與上下半年氣候.md,qihua_physiology_concept/10-司天在泉與上下半年氣候.md,en/qihua_physiology_concept/司天在泉與上下半年氣候_英文.md,en/qihua_physiology_concept/10-司天在泉與上下半年氣候_英文.md,/qihua_physiology_concept/10-司天在泉與上下半年氣候/,/en/qihua_physiology_concept/10-司天在泉與上下半年氣候/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-011,10,10 天符歲會太乙天符與運氣疊加,"10 Tianfu, Suihui, Taiyi Tianfu, and the Superposition of Movement and Qi",天符歲會太乙天符與運氣疊加,"Tianfu, Suihui, Taiyi Tianfu, and the Superposition of Movement and Qi",qihua_physiology_concept/天符歲會太乙天符與運氣疊加.md,qihua_physiology_concept/11-天符歲會太乙天符與運氣疊加.md,en/qihua_physiology_concept/天符歲會太乙天符與運氣疊加_英文.md,en/qihua_physiology_concept/11-天符歲會太乙天符與運氣疊加_英文.md,/qihua_physiology_concept/11-天符歲會太乙天符與運氣疊加/,/en/qihua_physiology_concept/11-天符歲會太乙天符與運氣疊加/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-012,11,11 人生之始與祖氣成形,11 The Beginning of Human Life and the Formation of Ancestral Qi,人生之始與祖氣成形,The Beginning of Human Life and the Formation of Ancestral Qi,qihua_physiology_concept/人生之始與祖氣成形.md,qihua_physiology_concept/12-人生之始與祖氣成形.md,en/qihua_physiology_concept/人生之始與祖氣成形_英文.md,en/qihua_physiology_concept/12-人生之始與祖氣成形_英文.md,/qihua_physiology_concept/12-人生之始與祖氣成形/,/en/qihua_physiology_concept/12-人生之始與祖氣成形/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-013,12,12 五臟六腑功能網路總論,12 General Theory of the Functional Network of the Five Zang and Six Fu,五臟六腑功能網路總論,General Theory of the Functional Network of the Five Zang and Six Fu,qihua_physiology_concept/五臟六腑功能網路總論.md,qihua_physiology_concept/13-五臟六腑功能網路總論.md,en/qihua_physiology_concept/五臟六腑功能網路總論_英文.md,en/qihua_physiology_concept/13-五臟六腑功能網路總論_英文.md,/qihua_physiology_concept/13-五臟六腑功能網路總論/,/en/qihua_physiology_concept/13-五臟六腑功能網路總論/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-016,13,13 脾胃中央運化與太倉輸布,"13 Spleen and Stomach: Central Transportation, Transformation, and Distribution from the Great Granary",脾胃中央運化與太倉輸布,"Spleen and Stomach: Central Transportation, Transformation, and Distribution from the Great Granary",qihua_physiology_concept/脾胃中央運化與太倉輸布.md,qihua_physiology_concept/16-脾胃中央運化與太倉輸布.md,en/qihua_physiology_concept/脾胃中央運化與太倉輸布_英文.md,en/qihua_physiology_concept/16-脾胃中央運化與太倉輸布_英文.md,/qihua_physiology_concept/16-脾胃中央運化與太倉輸布/,/en/qihua_physiology_concept/16-脾胃中央運化與太倉輸布/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-015,14,14 肝膽風木謀慮與中正決斷,"14 Liver and Gallbladder Wind-Wood: Planning, Upright Judgment, and Decision",肝膽風木謀慮與中正決斷,"Liver and Gallbladder Wind-Wood: Planning, Upright Judgment, and Decision",qihua_physiology_concept/肝膽風木謀慮與中正決斷.md,qihua_physiology_concept/15-肝膽風木謀慮與中正決斷.md,en/qihua_physiology_concept/肝膽風木謀慮與中正決斷_英文.md,en/qihua_physiology_concept/15-肝膽風木謀慮與中正決斷_英文.md,/qihua_physiology_concept/15-肝膽風木謀慮與中正決斷/,/en/qihua_physiology_concept/15-肝膽風木謀慮與中正決斷/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-014,15,15 心與小腸君火神明與化物生血,"15 Heart and Small Intestine: Sovereign Fire, Spirit, Transformation of Matter, and Blood Generation",心與小腸君火神明與化物生血,"Heart and Small Intestine: Sovereign Fire, Spirit, Transformation of Matter, and Blood Generation",qihua_physiology_concept/心與小腸君火神明與化物生血.md,qihua_physiology_concept/14-心與小腸君火神明與化物生血.md,en/qihua_physiology_concept/心與小腸君火神明與化物生血_英文.md,en/qihua_physiology_concept/14-心與小腸君火神明與化物生血_英文.md,/qihua_physiology_concept/14-心與小腸君火神明與化物生血/,/en/qihua_physiology_concept/14-心與小腸君火神明與化物生血/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
qihua-physiology,qihua-physiology-017,16,16 肺大腸制節宣降與傳導,"16 Lung and Large Intestine: Regulation, Diffusion-Descent, and Conduction",肺大腸制節宣降與傳導,"Lung and Large Intestine: Regulation, Diffusion-Descent, and Conduction",qihua_physiology_concept/肺大腸制節宣降與傳導.md,qihua_physiology_concept/17-肺大腸制節宣降與傳導.md,en/qihua_physiology_concept/肺大腸制節宣降與傳導_英文.md,en/qihua_physiology_concept/17-肺大腸制節宣降與傳導_英文.md,/qihua_physiology_concept/17-肺大腸制節宣降與傳導/,/en/qihua_physiology_concept/17-肺大腸制節宣降與傳導/,translated-ready,numberless-Chinese-basename-plus-_英文,preserve-existing-legacy-slug
