translationKey,domain,originalOrder,guideOrder,traditionalTitle,localizedTitle,traditionalPath,localizedPath,traditionalFile,localizedFile
bianque-mirror-005,bianque-mirror,5,50,從六寸到二十二丈三尺六寸：氣如何走完人體一周？,六寸から二十二丈三尺六寸へ――気はどう全身を一周するのか,/mirror_classic-_of_bian_que/05-從六寸到二十二丈三尺六寸-氣如何走完人體一周/,/ja/mirror_classic-_of_bian_que/05-從六寸到二十二丈三尺六寸-氣如何走完人體一周/,Mirror_Classic _of_Bian_Que/從六寸到二十二丈三尺六寸-氣如何走完人體一周.md,Mirror_Classic _of_Bian_Que/從六寸到二十二丈三尺六寸-氣如何走完人體一周_日文.md
bianque-mirror-006,bianque-mirror,6,60,人體為什麼要和一天對時？十二辰、百刻與五十營,人体はなぜ一日と時を合わせるのか――十二辰・百刻・五十営,/mirror_classic-_of_bian_que/06-人體為什麼要和一天對時-十二辰百刻與五十營/,/ja/mirror_classic-_of_bian_que/06-人體為什麼要和一天對時-十二辰百刻與五十營/,Mirror_Classic _of_Bian_Que/人體為什麼要和一天對時-十二辰百刻與五十營.md,Mirror_Classic _of_Bian_Que/人體為什麼要和一天對時-十二辰百刻與五十營_日文.md
bianque-mirror-007,bianque-mirror,7,70,脈為什麼有快慢長短？一動一寸五分的意義,脈にはなぜ快慢・長短があるのか――一動一寸五分の意味,/mirror_classic-_of_bian_que/07-脈為什麼有快慢長短-一動一寸五分的意義/,/ja/mirror_classic-_of_bian_que/07-脈為什麼有快慢長短-一動一寸五分的意義/,Mirror_Classic _of_Bian_Que/脈為什麼有快慢長短-一動一寸五分的意義.md,Mirror_Classic _of_Bian_Que/脈為什麼有快慢長短-一動一寸五分的意義_日文.md
bianque-mirror-008,bianque-mirror,8,80,音、息、脈其實是同一件事的不同投影,音・息・脈は同じ過程の異なる投影である,/mirror_classic-_of_bian_que/08-音息脈其實是同一件事的不同投影/,/ja/mirror_classic-_of_bian_que/08-音息脈其實是同一件事的不同投影/,Mirror_Classic _of_Bian_Que/音息脈其實是同一件事的不同投影.md,Mirror_Classic _of_Bian_Que/音息脈其實是同一件事的不同投影_日文.md
bianque-mirror-009,bianque-mirror,9,90,人為什麼有自己的「稟音」？,人はなぜ自分固有の「稟音」をもつのか,/mirror_classic-_of_bian_que/09-人為什麼有自己的稟音/,/ja/mirror_classic-_of_bian_que/09-人為什麼有自己的稟音/,Mirror_Classic _of_Bian_Que/人為什麼有自己的稟音.md,Mirror_Classic _of_Bian_Que/人為什麼有自己的稟音_日文.md
bianque-mirror-010,bianque-mirror,10,100,甬、宮、商、角、徵、羽、穌：人體聲音的七層尺度,甬・宮・商・角・徴・羽・穌――人体音声の七層尺度,/mirror_classic-_of_bian_que/10-甬宮商角徵羽穌-人體聲音的七層尺度/,/ja/mirror_classic-_of_bian_que/10-甬宮商角徵羽穌-人體聲音的七層尺度/,Mirror_Classic _of_Bian_Que/甬宮商角徵羽穌-人體聲音的七層尺度.md,Mirror_Classic _of_Bian_Que/甬宮商角徵羽穌-人體聲音的七層尺度_日文.md
bianque-mirror-011,bianque-mirror,11,110,一音十分：正、少、眾、開、判、質、虞、加、太、上,一音を十分する――正・少・衆・開・判・質・虞・加・太・上,/mirror_classic-_of_bian_que/11-一音十分-正少眾開判質虞加太上/,/ja/mirror_classic-_of_bian_que/11-一音十分-正少眾開判質虞加太上/,Mirror_Classic _of_Bian_Que/一音十分-正少眾開判質虞加太上.md,Mirror_Classic _of_Bian_Que/一音十分-正少眾開判質虞加太上_日文.md
bianque-mirror-012,bianque-mirror,12,120,古人的音高不是高低而已：十分度究竟在量什麼？,古人の「音の高下」は高さだけではない――十分度は何を測るのか,/mirror_classic-_of_bian_que/12-古人的音高不是高低而已-十分度在量什麼/,/ja/mirror_classic-_of_bian_que/12-古人的音高不是高低而已-十分度在量什麼/,Mirror_Classic _of_Bian_Que/古人的音高不是高低而已-十分度在量什麼.md,Mirror_Classic _of_Bian_Que/古人的音高不是高低而已-十分度在量什麼_日文.md
bianque-mirror-013,bianque-mirror,13,130,安、孚、躬、彁、執、淩、解、變、隨、盉從哪裡來？,安・孚・躬・彁・執・淩・解・変・随・盉はどこから来るのか,/mirror_classic-_of_bian_que/13-安孚躬彁執淩解變隨盉從哪裡來/,/ja/mirror_classic-_of_bian_que/13-安孚躬彁執淩解變隨盉從哪裡來/,Mirror_Classic _of_Bian_Que/安孚躬彁執淩解變隨盉從哪裡來.md,Mirror_Classic _of_Bian_Que/安孚躬彁執淩解變隨盉從哪裡來_日文.md
bianque-mirror-014,bianque-mirror,14,140,為什麼同一個「安」還要分左右？,なぜ同じ「安」でも左右を分けるのか,/mirror_classic-_of_bian_que/14-為什麼同一個安還要分左右/,/ja/mirror_classic-_of_bian_que/14-為什麼同一個安還要分左右/,Mirror_Classic _of_Bian_Que/為什麼同一個安還要分左右.md,Mirror_Classic _of_Bian_Que/為什麼同一個安還要分左右_日文.md
bianque-mirror-015,bianque-mirror,15,150,從十音到兩千一百音：為什麼《鏡經》需要這麼大的狀態空間？,十音から二千百音へ――なぜこれほど大きな状態空間が必要なのか,/mirror_classic-_of_bian_que/15-從十音到兩千一百音-為什麼需要這麼大的狀態空間/,/ja/mirror_classic-_of_bian_que/15-從十音到兩千一百音-為什麼需要這麼大的狀態空間/,Mirror_Classic _of_Bian_Que/從十音到兩千一百音-為什麼需要這麼大的狀態空間.md,Mirror_Classic _of_Bian_Que/從十音到兩千一百音-為什麼需要這麼大的狀態空間_日文.md
bianque-mirror-016,bianque-mirror,16,160,六十首到底是什麼？它不是六十首音樂,六十首とは何か――六十曲の音楽ではない,/mirror_classic-_of_bian_que/16-六十首到底是什麼-它不是六十首音樂/,/ja/mirror_classic-_of_bian_que/16-六十首到底是什麼-它不是六十首音樂/,Mirror_Classic _of_Bian_Que/六十首到底是什麼-它不是六十首音樂.md,Mirror_Classic _of_Bian_Que/六十首到底是什麼-它不是六十首音樂_日文.md
bianque-mirror-017,bianque-mirror,17,170,十二律為什麼會進入人體？六經與十二律的配對,なぜ十二律が人体へ入るのか――六経と十二律の配対,/mirror_classic-_of_bian_que/17-十二律為什麼會進入人體-六經與十二律的配對/,/ja/mirror_classic-_of_bian_que/17-十二律為什麼會進入人體-六經與十二律的配對/,Mirror_Classic _of_Bian_Que/十二律為什麼會進入人體-六經與十二律的配對.md,Mirror_Classic _of_Bian_Que/十二律為什麼會進入人體-六經與十二律的配對_日文.md
bianque-mirror-018,bianque-mirror,18,180,六經不是六條線：經緯、樞持與四維,六経は六本の線ではない――経緯・枢持・四維,/mirror_classic-_of_bian_que/18-六經不是六條線-經緯樞持與四維/,/ja/mirror_classic-_of_bian_que/18-六經不是六條線-經緯樞持與四維/,Mirror_Classic _of_Bian_Que/六經不是六條線-經緯樞持與四維.md,Mirror_Classic _of_Bian_Que/六經不是六條線-經緯樞持與四維_日文.md
bianque-mirror-019,bianque-mirror,19,190,十二律如何變成七十二舍？,十二律はどう七十二舍へ変わるのか,/mirror_classic-_of_bian_que/19-十二律如何變成七十二舍/,/ja/mirror_classic-_of_bian_que/19-十二律如何變成七十二舍/,Mirror_Classic _of_Bian_Que/十二律如何變成七十二舍.md,Mirror_Classic _of_Bian_Que/十二律如何變成七十二舍_日文.md
bianque-mirror-020,bianque-mirror,20,200,順六十首與逆六十首：氣化不是靜態表格，而是一條路徑,順六十首と逆六十首――気化は静的な表ではなく経路である,/mirror_classic-_of_bian_que/20-順六十首與逆六十首-氣化不是靜態表格/,/ja/mirror_classic-_of_bian_que/20-順六十首與逆六十首-氣化不是靜態表格/,Mirror_Classic _of_Bian_Que/順六十首與逆六十首-氣化不是靜態表格.md,Mirror_Classic _of_Bian_Que/順六十首與逆六十首-氣化不是靜態表格_日文.md
bianque-mirror-021,bianque-mirror,21,210,「首」到底是什麼？為什麼診斷一定要先立首？,「首」とは何か――なぜ診断ではまず「立首」するのか,/mirror_classic-_of_bian_que/21-首到底是什麼-為什麼診斷一定要先立首/,/ja/mirror_classic-_of_bian_que/21-首到底是什麼-為什麼診斷一定要先立首/,Mirror_Classic _of_Bian_Que/首到底是什麼-為什麼診斷一定要先立首.md,Mirror_Classic _of_Bian_Que/首到底是什麼-為什麼診斷一定要先立首_日文.md
bianque-mirror-022,bianque-mirror,22,220,首與舍：從一個狀態碼推出氣往哪裡走,首と舍――一つの状態コードから気の行方を推す,/mirror_classic-_of_bian_que/22-首與舍-從一個狀態碼推出氣往哪裡走/,/ja/mirror_classic-_of_bian_que/22-首與舍-從一個狀態碼推出氣往哪裡走/,Mirror_Classic _of_Bian_Que/首與舍-從一個狀態碼推出氣往哪裡走.md,Mirror_Classic _of_Bian_Que/首與舍-從一個狀態碼推出氣往哪裡走_日文.md
bianque-mirror-023,bianque-mirror,23,230,走路為什麼是右手配左腳？《鏡經》的交叉經絡觀,歩くとき、なぜ右手と左足が組むのか――『鏡経』の交叉経絡観,/mirror_classic-_of_bian_que/23-走路為什麼是右手配左腳-鏡經的交叉經絡觀/,/ja/mirror_classic-_of_bian_que/23-走路為什麼是右手配左腳-鏡經的交叉經絡觀/,Mirror_Classic _of_Bian_Que/走路為什麼是右手配左腳-鏡經的交叉經絡觀.md,Mirror_Classic _of_Bian_Que/走路為什麼是右手配左腳-鏡經的交叉經絡觀_日文.md
bianque-mirror-024,bianque-mirror,24,240,溪、谷、節、舍：氣到底在哪裡交換？,溪・谷・節・舍――気はどこで交換されるのか,/mirror_classic-_of_bian_que/24-溪谷節舍-氣到底在哪裡交換/,/ja/mirror_classic-_of_bian_que/24-溪谷節舍-氣到底在哪裡交換/,Mirror_Classic _of_Bian_Que/溪谷節舍-氣到底在哪裡交換.md,Mirror_Classic _of_Bian_Que/溪谷節舍-氣到底在哪裡交換_日文.md
bianque-mirror-025,bianque-mirror,25,250,謙、歸、藏、生、動、長、育、止、壴：九氣是一條生命循環,謙・帰・蔵・生・動・長・育・止・壴――九気は生命循環を表す,/mirror_classic-_of_bian_que/25-謙歸藏生動長育止壴-九氣是一條生命循環/,/ja/mirror_classic-_of_bian_que/25-謙歸藏生動長育止壴-九氣是一條生命循環/,Mirror_Classic _of_Bian_Que/謙歸藏生動長育止壴-九氣是一條生命循環.md,Mirror_Classic _of_Bian_Que/謙歸藏生動長育止壴-九氣是一條生命循環_日文.md
bianque-mirror-026,bianque-mirror,26,260,專、勝、兼、並、通、和：氣與氣相遇的六種基本關係,専・勝・兼・並・通・和――気と気が出会う六つの基本関係,/mirror_classic-_of_bian_que/26-專勝兼並通和-氣與氣相遇的六種基本關係/,/ja/mirror_classic-_of_bian_que/26-專勝兼並通和-氣與氣相遇的六種基本關係/,Mirror_Classic _of_Bian_Que/專勝兼並通和-氣與氣相遇的六種基本關係.md,Mirror_Classic _of_Bian_Que/專勝兼並通和-氣與氣相遇的六種基本關係_日文.md
bianque-mirror-027,bianque-mirror,27,270,一個人同時有三層音：稟受、由行與差移,一人に三層の音が同時にある――稟受・由行・差移,/mirror_classic-_of_bian_que/27-一個人同時有三層音-稟受由行與差移/,/ja/mirror_classic-_of_bian_que/27-一個人同時有三層音-稟受由行與差移/,Mirror_Classic _of_Bian_Que/一個人同時有三層音-稟受由行與差移.md,Mirror_Classic _of_Bian_Que/一個人同時有三層音-稟受由行與差移_日文.md
bianque-mirror-028,bianque-mirror,28,280,八舍真正記錄的是什麼？十二經如何跨手足配對,八舍は本当は何を記録しているのか――十二経の手足横断配対,/mirror_classic-_of_bian_que/28-八舍真正記錄的是什麼-十二經如何跨手足配對/,/ja/mirror_classic-_of_bian_que/28-八舍真正記錄的是什麼-十二經如何跨手足配對/,Mirror_Classic _of_Bian_Que/八舍真正記錄的是什麼-十二經如何跨手足配對.md,Mirror_Classic _of_Bian_Que/八舍真正記錄的是什麼-十二經如何跨手足配對_日文.md
bianque-mirror-029,bianque-mirror,29,290,七十二舍與七十三舍：位置與運動只差一個數字,七十二舍と七十三舍――位置と運動を分ける「一」の差,/mirror_classic-_of_bian_que/29-七十二舍與七十三舍-位置與運動只差一個數字/,/ja/mirror_classic-_of_bian_que/29-七十二舍與七十三舍-位置與運動只差一個數字/,Mirror_Classic _of_Bian_Que/七十二舍與七十三舍-位置與運動只差一個數字.md,Mirror_Classic _of_Bian_Que/七十二舍與七十三舍-位置與運動只差一個數字_日文.md
bianque-mirror-030,bianque-mirror,30,300,從「謙歸黃鐘」看完整氣化鏈：三焦、募原與沖任督蹺,「謙帰黄鐘」から完全な気化鎖を見る――三焦・募原・衝任督蹺,/mirror_classic-_of_bian_que/30-從謙歸黃鐘看完整氣化鏈-三焦募原與沖任督蹺/,/ja/mirror_classic-_of_bian_que/30-從謙歸黃鐘看完整氣化鏈-三焦募原與沖任督蹺/,Mirror_Classic _of_Bian_Que/從謙歸黃鐘看完整氣化鏈-三焦募原與沖任督蹺.md,Mirror_Classic _of_Bian_Que/從謙歸黃鐘看完整氣化鏈-三焦募原與沖任督蹺_日文.md
bianque-mirror-031,bianque-mirror,31,310,什麼叫「通天」？人不是封閉系統,「通天」とは何か――人は閉鎖系ではない,/mirror_classic-_of_bian_que/31-什麼叫通天-人不是封閉系統/,/ja/mirror_classic-_of_bian_que/31-什麼叫通天-人不是封閉系統/,Mirror_Classic _of_Bian_Que/什麼叫通天-人不是封閉系統.md,Mirror_Classic _of_Bian_Que/什麼叫通天-人不是封閉系統_日文.md
bianque-mirror-032,bianque-mirror,32,320,天有六氣、地有六味、人有情志：三種輸入如何進入同一系統,天には六気、地には六味、人には情志――三種の入力はどう同じ系に入るのか,/mirror_classic-_of_bian_que/32-天有六氣地有六味人有情志-三種輸入如何進入同一系統/,/ja/mirror_classic-_of_bian_que/32-天有六氣地有六味人有情志-三種輸入如何進入同一系統/,Mirror_Classic _of_Bian_Que/天有六氣地有六味人有情志-三種輸入如何進入同一系統.md,Mirror_Classic _of_Bian_Que/天有六氣地有六味人有情志-三種輸入如何進入同一系統_日文.md
bianque-mirror-033,bianque-mirror,33,330,專、勝、兼、並、通、和：跨自然與人體的六態模型,専・勝・兼・並・通・和――自然と人体をまたぐ六態モデル,/mirror_classic-_of_bian_que/33-專勝兼並通和-跨自然與人體的六態模型/,/ja/mirror_classic-_of_bian_que/33-專勝兼並通和-跨自然與人體的六態模型/,Mirror_Classic _of_Bian_Que/專勝兼並通和-跨自然與人體的六態模型.md,Mirror_Classic _of_Bian_Que/專勝兼並通和-跨自然與人體的六態模型_日文.md
bianque-mirror-034,bianque-mirror,34,340,兩種味相遇會發生什麼？十五種味化組合,二つの味が出会うと何が起こるのか――十五の味化組み合わせ,/mirror_classic-_of_bian_que/34-兩種味相遇會發生什麼-十五種味化組合/,/ja/mirror_classic-_of_bian_que/34-兩種味相遇會發生什麼-十五種味化組合/,Mirror_Classic _of_Bian_Que/兩種味相遇會發生什麼-十五種味化組合.md,Mirror_Classic _of_Bian_Que/兩種味相遇會發生什麼-十五種味化組合_日文.md
bianque-mirror-035,bianque-mirror,35,350,情緒也有「合成效應」：十五種五志之化,感情にも「合成効果」がある――十五種の五志之化,/mirror_classic-_of_bian_que/35-情緒也有合成效應-十五種五志之化/,/ja/mirror_classic-_of_bian_que/35-情緒也有合成效應-十五種五志之化/,Mirror_Classic _of_Bian_Que/情緒也有合成效應-十五種五志之化.md,Mirror_Classic _of_Bian_Que/情緒也有合成效應-十五種五志之化_日文.md
bianque-mirror-036,bianque-mirror,36,360,「精食氣，形食味」：形、氣、精如何互相轉換？,「精は気を食し、形は味を食す」――形・気・精はどう転化するのか,/mirror_classic-_of_bian_que/36-精食氣形食味-形氣精如何互相轉換/,/ja/mirror_classic-_of_bian_que/36-精食氣形食味-形氣精如何互相轉換/,Mirror_Classic _of_Bian_Que/精食氣形食味-形氣精如何互相轉換.md,Mirror_Classic _of_Bian_Que/精食氣形食味-形氣精如何互相轉換_日文.md
bianque-mirror-037,bianque-mirror,37,370,風、雷、谷、雨、川、海、天、真：九氣如何落到臟腑？,風・雷・谷・雨・川・海・天・真――九気はどう臓腑へ落ちるのか,/mirror_classic-_of_bian_que/37-風雷谷雨川海天真-九氣如何落到臟腑/,/ja/mirror_classic-_of_bian_que/37-風雷谷雨川海天真-九氣如何落到臟腑/,Mirror_Classic _of_Bian_Que/風雷谷雨川海天真-九氣如何落到臟腑.md,Mirror_Classic _of_Bian_Que/風雷谷雨川海天真-九氣如何落到臟腑_日文.md
bianque-mirror-038,bianque-mirror,38,380,人體有多少個「海」？《鏡經》的全身交換網路,人体にはいくつの「海」があるのか――『鏡経』の全身交換ネットワーク,/mirror_classic-_of_bian_que/38-人體有多少個海-鏡經的全身交換網路/,/ja/mirror_classic-_of_bian_que/38-人體有多少個海-鏡經的全身交換網路/,Mirror_Classic _of_Bian_Que/人體有多少個海-鏡經的全身交換網路.md,Mirror_Classic _of_Bian_Que/人體有多少個海-鏡經的全身交換網路_日文.md
bianque-mirror-039,bianque-mirror,39,390,寸關尺其實不只三格：什麼是二十七候？,寸関尺は三つの枠だけではない――二十七候とは何か,/mirror_classic-_of_bian_que/39-寸關尺其實不只三格-什麼是二十七候/,/ja/mirror_classic-_of_bian_que/39-寸關尺其實不只三格-什麼是二十七候/,Mirror_Classic _of_Bian_Que/寸關尺其實不只三格-什麼是二十七候.md,Mirror_Classic _of_Bian_Que/寸關尺其實不只三格-什麼是二十七候_日文.md
bianque-mirror-040,bianque-mirror,40,400,周差進斷、毅悅昆斂致……二十七個名字到底在標什麼？,周・差・進・断、毅・悦・昆・斂・致……二十七の名は何を標すのか,/mirror_classic-_of_bian_que/40-周差進斷毅悅昆斂致-二十七個名字到底在標什麼/,/ja/mirror_classic-_of_bian_que/40-周差進斷毅悅昆斂致-二十七個名字到底在標什麼/,Mirror_Classic _of_Bian_Que/周差進斷毅悅昆斂致-二十七個名字到底在標什麼.md,Mirror_Classic _of_Bian_Que/周差進斷毅悅昆斂致-二十七個名字到底在標什麼_日文.md
bianque-mirror-041,bianque-mirror,41,410,怎樣讀懂一句「謙歸周，質安黃鐘」？,「謙帰周、質安黄鐘」をどう読むか,/mirror_classic-_of_bian_que/41-怎樣讀懂一句謙歸周質安黃鐘/,/ja/mirror_classic-_of_bian_que/41-怎樣讀懂一句謙歸周質安黃鐘/,Mirror_Classic _of_Bian_Que/怎樣讀懂一句謙歸周質安黃鐘.md,Mirror_Classic _of_Bian_Que/怎樣讀懂一句謙歸周質安黃鐘_日文.md
bianque-mirror-042,bianque-mirror,42,420,一舍三候、一候八舍：候和舍不是同一件事,一舍三候・一候八舍――候と舍は同じものではない,/mirror_classic-_of_bian_que/42-一舍三候一候八舍-候和舍不是同一件事/,/ja/mirror_classic-_of_bian_que/42-一舍三候一候八舍-候和舍不是同一件事/,Mirror_Classic _of_Bian_Que/一舍三候一候八舍-候和舍不是同一件事.md,Mirror_Classic _of_Bian_Que/一舍三候一候八舍-候和舍不是同一件事_日文.md
bianque-mirror-043,bianque-mirror,43,430,五十營怎樣穿過二十七候？從單點脈診變成時間序列,五十営はどう二十七候を通過するのか――単点脈診から時系列へ,/mirror_classic-_of_bian_que/43-五十營怎樣穿過二十七候-從單點脈診變成時間序列/,/ja/mirror_classic-_of_bian_que/43-五十營怎樣穿過二十七候-從單點脈診變成時間序列/,Mirror_Classic _of_Bian_Que/五十營怎樣穿過二十七候-從單點脈診變成時間序列.md,Mirror_Classic _of_Bian_Que/五十營怎樣穿過二十七候-從單點脈診變成時間序列_日文.md
bianque-mirror-044,bianque-mirror,44,440,什麼是「奇恒」？異常必須從正常模型中定義,「奇恒」とは何か――異常は正常モデルから定義される,/mirror_classic-_of_bian_que/44-什麼是奇恒-異常必須從正常模型中定義/,/ja/mirror_classic-_of_bian_que/44-什麼是奇恒-異常必須從正常模型中定義/,Mirror_Classic _of_Bian_Que/什麼是奇恒-異常必須從正常模型中定義.md,Mirror_Classic _of_Bian_Que/什麼是奇恒-異常必須從正常模型中定義_日文.md
bianque-mirror-046,bianque-mirror,46,450,寸口和脈口不是一回事：三寸、九野與二十七候,寸口と脈口は同じではない――三寸・九野・二十七候,/mirror_classic-_of_bian_que/46-寸口和脈口不是一回事-三寸九野與二十七候/,/ja/mirror_classic-_of_bian_que/46-寸口和脈口不是一回事-三寸九野與二十七候/,Mirror_Classic _of_Bian_Que/寸口和脈口不是一回事-三寸九野與二十七候.md,Mirror_Classic _of_Bian_Que/寸口和脈口不是一回事-三寸九野與二十七候_日文.md
bianque-mirror-045,bianque-mirror,45,460,氣口為什麼要量三寸？寸、關、尺是三種來源的氣,なぜ気口を三寸で測るのか――寸・関・尺は三つの気の来源をみる,/mirror_classic-_of_bian_que/45-氣口為什麼要量三寸-寸關尺是三種來源的氣/,/ja/mirror_classic-_of_bian_que/45-氣口為什麼要量三寸-寸關尺是三種來源的氣/,Mirror_Classic _of_Bian_Que/氣口為什麼要量三寸-寸關尺是三種來源的氣.md,Mirror_Classic _of_Bian_Que/氣口為什麼要量三寸-寸關尺是三種來源的氣_日文.md
bianque-mirror-047,bianque-mirror,47,470,脈不是一條線：波湧、隴起與三分六分九分,脈は一本の線ではない――波湧・隴起と三分・六分・九分,/mirror_classic-_of_bian_que/47-脈不是一條線-波湧隴起與三六九分/,/ja/mirror_classic-_of_bian_que/47-脈不是一條線-波湧隴起與三六九分/,Mirror_Classic _of_Bian_Que/脈不是一條線-波湧隴起與三六九分.md,Mirror_Classic _of_Bian_Que/脈不是一條線-波湧隴起與三六九分_日文.md
bianque-mirror-048,bianque-mirror,48,480,黃鐘六十分與蕤賓五十三分：怎樣從正常脈律發現偏移？,黄鐘六十分と蕤賓五十三分――正常な脈律から偏移をどう見つけるか,/mirror_classic-_of_bian_que/48-黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移/,/ja/mirror_classic-_of_bian_que/48-黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移/,Mirror_Classic _of_Bian_Que/黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移.md,Mirror_Classic _of_Bian_Que/黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移_日文.md
