DomainKey,DomainZh,SourceDirectory,SourceFile,LegacySourceFile,EnglishSourceFile,LegacyEnglishSourceFile,Title,ArticleTitleZh,ArticleTitleEn,DisplayOrder,DisplayTitleZh,DisplayTitleEn,OriginalOrder,GuidePosition,GuideOrder,StageOrder,StageKey,StageZh,Level,Language,TranslationKey,CurrentURL,CurrentPathDecoded,CurrentSlug,EnglishPath,URLPolicy,MigrationStatus,Notes
spacetime,時空篇,concept,concept/日尺度陰陽時間模型.md,concept/12-日尺度陰陽時間模型.md,en/concept/日尺度陰陽時間模型_英文.md,en/concept/12-日尺度陰陽時間模型_英文.md,日尺度陰陽時間模型,日尺度陰陽時間模型,Daily Yin-Yang Time Model,12,12 日尺度陰陽時間模型,12 Daily Yin-Yang Time Model,12,12,120,20,yin-yang,陰陽,foundation,zh,spacetime-012,https://cosmosorder.org/concept/12-%E6%97%A5%E5%B0%BA%E5%BA%A6%E9%99%B0%E9%99%BD%E6%99%82%E9%96%93%E6%A8%A1%E5%9E%8B,/concept/12-日尺度陰陽時間模型,12-日尺度陰陽時間模型,/en/concept/12-日尺度陰陽時間模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/人體陰陽空間幾何對稱模型.md,concept/13-人體陰陽空間幾何對稱模型.md,en/concept/人體陰陽空間幾何對稱模型_英文.md,en/concept/13-人體陰陽空間幾何對稱模型_英文.md,人體陰陽空間幾何對稱模型,人體陰陽空間幾何對稱模型,Human Yin-Yang Spatial Geometric Symmetry Model,13,13 人體陰陽空間幾何對稱模型,13 Human Yin-Yang Spatial Geometric Symmetry Model,13,13,130,20,yin-yang,陰陽,foundation,zh,spacetime-013,https://cosmosorder.org/concept/13-%E4%BA%BA%E9%AB%94%E9%99%B0%E9%99%BD%E7%A9%BA%E9%96%93%E5%B9%BE%E4%BD%95%E5%B0%8D%E7%A8%B1%E6%A8%A1%E5%9E%8B,/concept/13-人體陰陽空間幾何對稱模型,13-人體陰陽空間幾何對稱模型,/en/concept/13-人體陰陽空間幾何對稱模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/天地的陰陽空間模型.md,concept/14-天地的陰陽空間模型.md,en/concept/天地的陰陽空間模型_英文.md,en/concept/14-天地的陰陽空間模型_英文.md,天地的陰陽空間模型,天地的陰陽空間模型,Heaven-Earth Yin-Yang Spatial Model,14,14 天地的陰陽空間模型,14 Heaven-Earth Yin-Yang Spatial Model,14,14,140,20,yin-yang,陰陽,foundation,zh,spacetime-014,https://cosmosorder.org/concept/14-%E5%A4%A9%E5%9C%B0%E7%9A%84%E9%99%B0%E9%99%BD%E7%A9%BA%E9%96%93%E6%A8%A1%E5%9E%8B,/concept/14-天地的陰陽空間模型,14-天地的陰陽空間模型,/en/concept/14-天地的陰陽空間模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/四象時間模型（陰陽互含規律）.md,concept/15-四象時間模型（陰陽互含規律）.md,en/concept/四象時間模型（陰陽互含規律）_英文.md,en/concept/15-四象時間模型（陰陽互含規律）_英文.md,四象時間模型（陰陽互含規律）,四象時間模型（陰陽互含規律）,Four Images Time Model: The Law of Mutual Inclusion of Yin and Yang,15,15 四象時間模型（陰陽互含規律）,15 Four Images Time Model: The Law of Mutual Inclusion of Yin and Yang,15,15,150,30,four-images,四象,foundation,zh,spacetime-015,https://cosmosorder.org/concept/15-%E5%9B%9B%E8%B1%A1%E6%99%82%E9%96%93%E6%A8%A1%E5%9E%8B%E9%99%B0%E9%99%BD%E4%BA%92%E5%90%AB%E8%A6%8F%E5%BE%8B,/concept/15-四象時間模型陰陽互含規律,15-四象時間模型陰陽互含規律,/en/concept/15-四象時間模型陰陽互含規律/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/月相四象變化模型.md,concept/16-月相四象變化模型.md,en/concept/月相四象變化模型_英文.md,en/concept/16-月相四象變化模型_英文.md,月相四象變化模型,月相四象變化模型,Four Images Model of Lunar Phases,16,16 月相四象變化模型,16 Four Images Model of Lunar Phases,16,16,160,30,four-images,四象,foundation,zh,spacetime-016,https://cosmosorder.org/concept/16-%E6%9C%88%E7%9B%B8%E5%9B%9B%E8%B1%A1%E8%AE%8A%E5%8C%96%E6%A8%A1%E5%9E%8B,/concept/16-月相四象變化模型,16-月相四象變化模型,/en/concept/16-月相四象變化模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/五行相生年尺度模型.md,concept/17-五行相生年尺度模型.md,en/concept/五行相生年尺度模型_英文.md,en/concept/17-五行相生年尺度模型_英文.md,五行相生年尺度模型,五行相生年尺度模型,Annual Five-Phase Generating Cycle Model,17,17 五行相生年尺度模型,17 Annual Five-Phase Generating Cycle Model,17,17,170,40,five-phases,五行,advanced,zh,spacetime-017,https://cosmosorder.org/concept/17-%E4%BA%94%E8%A1%8C%E7%9B%B8%E7%94%9F%E5%B9%B4%E5%B0%BA%E5%BA%A6%E6%A8%A1%E5%9E%8B,/concept/17-五行相生年尺度模型,17-五行相生年尺度模型,/en/concept/17-五行相生年尺度模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/天干十日五行時間週期模型.md,concept/18-天干十日五行時間週期模型.md,en/concept/天干十日五行時間週期模型_英文.md,en/concept/18-天干十日五行時間週期模型_英文.md,天干十日五行時間週期模型,天干十日五行時間週期模型,Ten-Day Five-Phase Cycle of the Heavenly Stems,18,18 天干十日五行時間週期模型,18 Ten-Day Five-Phase Cycle of the Heavenly Stems,18,18,180,40,five-phases,五行,advanced,zh,spacetime-018,https://cosmosorder.org/concept/18-%E5%A4%A9%E5%B9%B2%E5%8D%81%E6%97%A5%E4%BA%94%E8%A1%8C%E6%99%82%E9%96%93%E9%80%B1%E6%9C%9F%E6%A8%A1%E5%9E%8B,/concept/18-天干十日五行時間週期模型,18-天干十日五行時間週期模型,/en/concept/18-天干十日五行時間週期模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/五行中土空間模型.md,concept/19-五行中土空間模型.md,en/concept/五行中土空間模型_英文.md,en/concept/19-五行中土空間模型_英文.md,五行中土空間模型,五行中土空間模型,Five-Phase Spatial Model with Earth at the Center,19,19 五行中土空間模型,19 Five-Phase Spatial Model with Earth at the Center,19,19,190,40,five-phases,五行,advanced,zh,spacetime-019,https://cosmosorder.org/concept/19-%E4%BA%94%E8%A1%8C%E4%B8%AD%E5%9C%9F%E7%A9%BA%E9%96%93%E6%A8%A1%E5%9E%8B,/concept/19-五行中土空間模型,19-五行中土空間模型,/en/concept/19-五行中土空間模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/五行相剋洛書一筆畫模型.md,concept/20-五行相剋洛書一筆畫模型.md,en/concept/五行相剋洛書一筆畫模型_英文.md,en/concept/20-五行相剋洛書一筆畫模型_英文.md,五行相剋洛書一筆畫模型,五行相剋洛書一筆畫模型,Luoshu Single-Stroke Model of Five-Phase Restraint,20,20 五行相剋洛書一筆畫模型,20 Luoshu Single-Stroke Model of Five-Phase Restraint,20,20,200,40,five-phases,五行,advanced,zh,spacetime-020,https://cosmosorder.org/concept/20-%E4%BA%94%E8%A1%8C%E7%9B%B8%E5%89%8B%E6%B4%9B%E6%9B%B8%E4%B8%80%E7%AD%86%E7%95%AB%E6%A8%A1%E5%9E%8B,/concept/20-五行相剋洛書一筆畫模型,20-五行相剋洛書一筆畫模型,/en/concept/20-五行相剋洛書一筆畫模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/五行互涵模型（體質與藥精細分）.md,concept/21-五行互涵模型（體質與藥精細分）.md,en/concept/五行互涵模型（體質與藥精細分）_英文.md,en/concept/21-五行互涵模型（體質與藥精細分）_英文.md,五行互含模型（體質與藥精細分）,五行互含模型（體質與藥精細分）,Five-Phase Mutual-Inclusion Model: Refining Constitution and Medicinal Essence,21,21 五行互含模型（體質與藥精細分）,21 Five-Phase Mutual-Inclusion Model: Refining Constitution and Medicinal Essence,21,21,210,40,five-phases,五行,advanced,zh,spacetime-021,https://cosmosorder.org/concept/21-%E4%BA%94%E8%A1%8C%E4%BA%92%E6%B6%B5%E6%A8%A1%E5%9E%8B%E9%AB%94%E8%B3%AA%E8%88%87%E8%97%A5%E7%B2%BE%E7%B4%B0%E5%88%86,/concept/21-五行互涵模型體質與藥精細分,21-五行互涵模型體質與藥精細分,/en/concept/21-五行互涵模型體質與藥精細分/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/三陰三陽年尺度主氣模型.md,concept/23-三陰三陽年尺度主氣模型.md,en/concept/三陰三陽年尺度主氣模型_英文.md,en/concept/23-三陰三陽年尺度主氣模型_英文.md,三陰三陽年尺度主氣模型,三陰三陽年尺度主氣模型,Annual Host-Qi Model of the Three Yin and Three Yang,22,22 三陰三陽年尺度主氣模型,22 Annual Host-Qi Model of the Three Yin and Three Yang,23,22,220,50,three-yin-yang,三陰三陽,advanced,zh,spacetime-023,https://cosmosorder.org/concept/23-%E4%B8%89%E9%99%B0%E4%B8%89%E9%99%BD%E5%B9%B4%E5%B0%BA%E5%BA%A6%E4%B8%BB%E6%B0%A3%E6%A8%A1%E5%9E%8B,/concept/23-三陰三陽年尺度主氣模型,23-三陰三陽年尺度主氣模型,/en/concept/23-三陰三陽年尺度主氣模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/二十四節氣拆分模型.md,concept/27-二十四節氣拆分模型.md,en/concept/二十四節氣拆分模型_英文.md,en/concept/27-二十四節氣拆分模型_英文.md,二十四節氣拆分模型,二十四節氣拆分模型,Partitioning Model of the Twenty-Four Solar Terms,23,23 二十四節氣拆分模型,23 Partitioning Model of the Twenty-Four Solar Terms,27,23,230,50,three-yin-yang,三陰三陽,advanced,zh,spacetime-027,https://cosmosorder.org/concept/27-%E4%BA%8C%E5%8D%81%E5%9B%9B%E7%AF%80%E6%B0%A3%E6%8B%86%E5%88%86%E6%A8%A1%E5%9E%8B,/concept/27-二十四節氣拆分模型,27-二十四節氣拆分模型,/en/concept/27-二十四節氣拆分模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/三陰三陽年尺度客氣變化模型.md,concept/22-三陰三陽年尺度客氣變化模型.md,en/concept/三陰三陽年尺度客氣變化模型_英文.md,en/concept/22-三陰三陽年尺度客氣變化模型_英文.md,三陰三陽時間尺度變化模型,三陰三陽時間尺度變化模型,Three Yin and Three Yang Guest-Qi Model Across Time Scales,24,24 三陰三陽時間尺度變化模型,24 Three Yin and Three Yang Guest-Qi Model Across Time Scales,22,24,240,50,three-yin-yang,三陰三陽,advanced,zh,spacetime-022,https://cosmosorder.org/concept/22-%E4%B8%89%E9%99%B0%E4%B8%89%E9%99%BD%E5%B9%B4%E5%B0%BA%E5%BA%A6%E5%AE%A2%E6%B0%A3%E8%AE%8A%E5%8C%96%E6%A8%A1%E5%9E%8B,/concept/22-三陰三陽年尺度客氣變化模型,22-三陰三陽年尺度客氣變化模型,/en/concept/22-三陰三陽年尺度客氣變化模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/三陰三陽地支十二日時間模型.md,concept/24-三陰三陽地支十二日時間模型.md,en/concept/三陰三陽地支十二日時間模型_英文.md,en/concept/24-三陰三陽地支十二日時間模型_英文.md,三陰三陽地支十二日時間模型,三陰三陽地支十二日時間模型,Twelve-Day Earthly-Branch Model of the Three Yin and Three Yang,25,25 三陰三陽地支十二日時間模型,25 Twelve-Day Earthly-Branch Model of the Three Yin and Three Yang,24,25,250,50,three-yin-yang,三陰三陽,advanced,zh,spacetime-024,https://cosmosorder.org/concept/24-%E4%B8%89%E9%99%B0%E4%B8%89%E9%99%BD%E5%9C%B0%E6%94%AF%E5%8D%81%E4%BA%8C%E6%97%A5%E6%99%82%E9%96%93%E6%A8%A1%E5%9E%8B,/concept/24-三陰三陽地支十二日時間模型,24-三陰三陽地支十二日時間模型,/en/concept/24-三陰三陽地支十二日時間模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/三陰三陽日尺度預解時模型.md,concept/25-三陰三陽日尺度預解時模型.md,en/concept/三陰三陽日尺度預解時模型_英文.md,en/concept/25-三陰三陽日尺度預解時模型_英文.md,三陰三陽日尺度預解時模型,三陰三陽日尺度預解時模型,Daily Desired-Relief-Time Model of the Three Yin and Three Yang,26,26 三陰三陽日尺度預解時模型,26 Daily Desired-Relief-Time Model of the Three Yin and Three Yang,25,26,260,50,three-yin-yang,三陰三陽,advanced,zh,spacetime-025,https://cosmosorder.org/concept/25-%E4%B8%89%E9%99%B0%E4%B8%89%E9%99%BD%E6%97%A5%E5%B0%BA%E5%BA%A6%E9%A0%90%E8%A7%A3%E6%99%82%E6%A8%A1%E5%9E%8B,/concept/25-三陰三陽日尺度預解時模型,25-三陰三陽日尺度預解時模型,/en/concept/25-三陰三陽日尺度預解時模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/三陰三陽人體空間分佈模型（陰陽離合規律）.md,concept/26-三陰三陽人體空間分佈模型（陰陽離合規律）.md,en/concept/三陰三陽人體空間分佈模型（陰陽離合規律）_英文.md,en/concept/26-三陰三陽人體空間分佈模型（陰陽離合規律）_英文.md,三陰三陽人體空間分佈模型（陰陽離合規律）,三陰三陽人體空間分佈模型（陰陽離合規律）,"Human Spatial Distribution of the Three Yin and Three Yang: The Law of Opening, Closing, and Pivoting",27,27 三陰三陽人體空間分佈模型（陰陽離合規律）,"27 Human Spatial Distribution of the Three Yin and Three Yang: The Law of Opening, Closing, and Pivoting",26,27,270,50,three-yin-yang,三陰三陽,advanced,zh,spacetime-026,https://cosmosorder.org/concept/26-%E4%B8%89%E9%99%B0%E4%B8%89%E9%99%BD%E4%BA%BA%E9%AB%94%E7%A9%BA%E9%96%93%E5%88%86%E4%BD%88%E6%A8%A1%E5%9E%8B%E9%99%B0%E9%99%BD%E9%9B%A2%E5%90%88%E8%A6%8F%E5%BE%8B,/concept/26-三陰三陽人體空間分佈模型陰陽離合規律,26-三陰三陽人體空間分佈模型陰陽離合規律,/en/concept/26-三陰三陽人體空間分佈模型陰陽離合規律/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/九宮八風空間與診法模型.md,concept/29-九宮八風空間與診法模型.md,en/concept/九宮八風空間與診法模型_英文.md,en/concept/29-九宮八風空間與診法模型_英文.md,九宮八風空間與診法模型,九宮八風空間與診法模型,Nine Palaces and Eight Winds: Spatial and Diagnostic Model,28,28 九宮八風空間與診法模型,28 Nine Palaces and Eight Winds: Spatial and Diagnostic Model,29,28,280,60,spatial-matrix,空間矩陣,research,zh,spacetime-029,https://cosmosorder.org/concept/29-%E4%B9%9D%E5%AE%AE%E5%85%AB%E9%A2%A8%E7%A9%BA%E9%96%93%E8%88%87%E8%A8%BA%E6%B3%95%E6%A8%A1%E5%9E%8B,/concept/29-九宮八風空間與診法模型,29-九宮八風空間與診法模型,/en/concept/29-九宮八風空間與診法模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/五六相合時空整合模型.md,concept/28-五六相合時空整合模型.md,en/concept/五六相合時空整合模型_英文.md,en/concept/28-五六相合時空整合模型_英文.md,五六相合時空整合模型,五六相合時空整合模型,Five-Six Spatiotemporal Integration Model,29,29 五六相合時空整合模型,29 Five-Six Spatiotemporal Integration Model,28,29,290,70,integration,整合疊加,research,zh,spacetime-028,https://cosmosorder.org/concept/28-%E4%BA%94%E5%85%AD%E7%9B%B8%E5%90%88%E6%99%82%E7%A9%BA%E6%95%B4%E5%90%88%E6%A8%A1%E5%9E%8B,/concept/28-五六相合時空整合模型,28-五六相合時空整合模型,/en/concept/28-五六相合時空整合模型/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
spacetime,時空篇,concept,concept/能量運動的疊加與干預原則.md,concept/30-能量運動的疊加與干預原則.md,en/concept/能量運動的疊加與干預原則_英文.md,en/concept/30-能量運動的疊加與干預原則_英文.md,能量運動的疊加與干預原則,能量運動的疊加與干預原則,Principle of Energy Superposition and Intervention,30,30 能量運動的疊加與干預原則,30 Principle of Energy Superposition and Intervention,30,30,300,70,integration,整合疊加,research,zh,spacetime-030,https://cosmosorder.org/concept/30-%E8%83%BD%E9%87%8F%E9%81%8B%E5%8B%95%E7%9A%84%E7%96%8A%E5%8A%A0%E8%88%87%E5%B9%B2%E9%A0%90%E5%8E%9F%E5%89%87,/concept/30-能量運動的疊加與干預原則,30-能量運動的疊加與干預原則,/en/concept/30-能量運動的疊加與干預原則/,preserve,clean-filename-title-complete,Physical filename/title cleaned; public URL preserved by slug; display order follows GuidePosition.
